rt,key_press,correct,coherent_movement_direction,coherent_orientation,task_type,task_transition,congruency,id,run
840,f,TRUE,180,180,mov,switch,congruent,2,7
606,f,TRUE,180,180,or,switch,congruent,2,7
635,f,TRUE,180,180,or,null,congruent,2,8
563,f,FALSE,180,0,or,repetition,incongruent,2,8
416,f,TRUE,180,180,mov,switch,congruent,2,8
607,f,TRUE,0,180,or,switch,incongruent,2,8
554,f,TRUE,0,180,or,repetition,incongruent,2,8
1607,j,TRUE,0,0,or,repetition,congruent,2,8
574,j,TRUE,0,180,mov,switch,incongruent,2,8
453,f,TRUE,180,180,mov,repetition,congruent,2,8
683,j,TRUE,0,0,or,switch,congruent,2,8
558,j,TRUE,180,0,or,repetition,incongruent,2,8
523,f,TRUE,180,180,or,repetition,congruent,2,8
406,f,TRUE,180,180,mov,switch,congruent,2,8
541,f,TRUE,180,0,mov,repetition,incongruent,2,8
509,f,TRUE,180,180,mov,repetition,congruent,2,8
610,j,TRUE,0,0,or,switch,congruent,2,8
645,j,TRUE,180,0,or,repetition,incongruent,2,8
837,f,TRUE,0,180,or,repetition,incongruent,2,8
484,f,TRUE,0,180,or,repetition,incongruent,2,8
430,f,TRUE,180,180,mov,switch,congruent,2,8
793,f,TRUE,0,180,or,switch,incongruent,2,8
514,j,TRUE,180,0,or,repetition,incongruent,2,8
491,j,TRUE,180,0,or,repetition,incongruent,2,8
434,j,TRUE,0,0,mov,switch,congruent,2,8
361,f,TRUE,180,0,mov,repetition,incongruent,2,8
427,f,TRUE,180,0,mov,repetition,incongruent,2,8
439,j,TRUE,0,0,mov,repetition,congruent,2,8
467,j,TRUE,0,0,or,switch,congruent,2,8
424,j,TRUE,0,0,mov,switch,congruent,2,8
443,f,TRUE,180,180,or,switch,congruent,2,8
466,j,TRUE,0,180,mov,switch,incongruent,2,8
566,j,TRUE,180,0,or,switch,incongruent,2,8
537,j,TRUE,0,0,or,repetition,congruent,2,8
538,f,TRUE,180,180,mov,switch,congruent,2,8
532,j,TRUE,0,180,mov,repetition,incongruent,2,8
599,f,TRUE,180,180,or,switch,congruent,2,8
439,j,FALSE,0,180,or,repetition,incongruent,2,8
465,j,TRUE,0,180,mov,switch,incongruent,2,8
499,j,FALSE,0,180,or,switch,incongruent,2,8
541,j,TRUE,0,0,mov,switch,congruent,2,8
535,f,TRUE,180,180,or,switch,congruent,2,8
401,f,TRUE,180,0,mov,switch,incongruent,2,8
552,f,FALSE,180,0,or,switch,incongruent,2,8
566,j,TRUE,0,180,mov,switch,incongruent,2,8
437,j,TRUE,0,0,mov,repetition,congruent,2,8
648,f,TRUE,180,0,mov,repetition,incongruent,2,8
462,j,TRUE,0,180,mov,repetition,incongruent,2,8
692,j,TRUE,0,180,mov,repetition,incongruent,2,8
512,f,TRUE,180,180,or,switch,congruent,2,8
536,f,TRUE,0,180,or,repetition,incongruent,2,8
446,j,TRUE,0,0,mov,switch,congruent,2,8
945,j,FALSE,180,0,mov,repetition,incongruent,2,8
548,f,TRUE,180,0,mov,repetition,incongruent,2,8
462,j,TRUE,0,180,mov,repetition,incongruent,2,8
475,j,TRUE,0,180,mov,repetition,incongruent,2,8
491,j,TRUE,0,0,mov,repetition,congruent,2,8
446,j,TRUE,0,0,mov,repetition,congruent,2,8
390,f,TRUE,180,180,mov,repetition,congruent,2,8
575,f,TRUE,0,180,or,switch,incongruent,2,8
1253,j,TRUE,0,0,or,repetition,congruent,2,8
763,f,TRUE,180,0,mov,switch,incongruent,2,8
608,j,TRUE,180,0,or,switch,incongruent,2,8
458,f,TRUE,180,180,mov,switch,congruent,2,8
454,f,TRUE,180,0,mov,repetition,incongruent,2,8
503,f,FALSE,0,0,or,switch,congruent,2,8
596,j,TRUE,180,0,or,repetition,incongruent,2,8
460,j,TRUE,0,0,mov,switch,congruent,2,8
528,j,TRUE,0,0,or,switch,congruent,2,8
567,j,TRUE,180,0,or,repetition,incongruent,2,8
490,j,TRUE,180,180,or,repetition,congruent,2,8
532,j,TRUE,0,0,mov,switch,congruent,2,8
1154,f,TRUE,0,180,or,switch,incongruent,2,8
654,f, ,180,180,or,repetition,congruent,2,8
528,f,TRUE,0,180,or,repetition,incongruent,2,8
400,f,TRUE,180,180,mov,switch,congruent,2,8
629,f,TRUE,180,180,or,switch,congruent,2,8
666,j,TRUE,0,0,or,repetition,congruent,2,8
598,f,TRUE,180,180,or,repetition,congruent,2,8
632,f,TRUE,180,180,mov,switch,congruent,2,8
464,j,TRUE,0,180,mov,repetition,incongruent,2,8
666,f,TRUE,180,0,mov,repetition,incongruent,2,8
481,j,TRUE,0,180,mov,repetition,incongruent,2,8
609,f,TRUE,180,0,mov,repetition,incongruent,2,8
518,j,TRUE,0,0,or,switch,congruent,2,8
473,f,TRUE,180,180,mov,switch,congruent,2,8
751,j,TRUE,180,0,or,switch,incongruent,2,8
534,j,TRUE,180,0,or,repetition,incongruent,2,8
581,f,TRUE,180,180,mov,switch,congruent,2,8
475,j,TRUE,0,0,mov,repetition,congruent,2,8
506,j,TRUE,0,0,or,switch,congruent,2,8
1192,f,TRUE,0,180,or,repetition,incongruent,2,8
469,j,TRUE,0,180,mov,switch,incongruent,2,8
824,j,TRUE,0,0,or,switch,congruent,2,8
493,j,TRUE,0,0,mov,switch,congruent,2,8
955,f,TRUE,180,180,or,switch,congruent,2,8
646,f,TRUE,180,180,or,repetition,congruent,2,8
570,f,TRUE,180,0,mov,switch,incongruent,2,8
598,f,TRUE,180,180,mov,null,congruent,2,9
454,f,TRUE,180,180,mov,repetition,congruent,2,9
450,f,TRUE,180,0,mov,repetition,incongruent,2,9
522,j,TRUE,0,180,mov,repetition,incongruent,2,9
497,j,TRUE,0,180,mov,repetition,incongruent,2,9
551,j,TRUE,0,0,or,switch,congruent,2,9
450,f,FALSE,180,0,or,repetition,incongruent,2,9
689,j,TRUE,180,0,or,repetition,incongruent,2,9
592,j,TRUE,180,0,or,repetition,incongruent,2,9
632,j,TRUE,0,0,or,repetition,congruent,2,9
472,f,TRUE,180,0,mov,switch,incongruent,2,9
440,f,TRUE,180,0,mov,repetition,incongruent,2,9
548,j,TRUE,180,0,or,switch,incongruent,2,9
449,f,TRUE,180,0,mov,switch,incongruent,2,9
484,j,FALSE,180,180,or,switch,congruent,2,9
384,f,TRUE,180,180,mov,switch,congruent,2,9
661,j,FALSE,0,180,or,switch,incongruent,2,9
558,f,TRUE,180,180,or,repetition,congruent,2,9
614,j,TRUE,0,0,mov,switch,congruent,2,9
556,j,TRUE,0,0,mov,repetition,congruent,2,9
408,f,TRUE,180,180,mov,repetition,congruent,2,9
543,f,TRUE,0,180,or,switch,incongruent,2,9
425,f,TRUE,180,0,mov,switch,incongruent,2,9
1445,j,TRUE,180,0,or,switch,incongruent,2,9
532,f,TRUE,180,180,mov,switch,congruent,2,9
632,j,TRUE,0,0,or,switch,congruent,2,9
526,f,TRUE,180,0,mov,switch,incongruent,2,9
443,f,TRUE,180,180,mov,repetition,congruent,2,9
620,j,TRUE,0,0,or,switch,congruent,2,9
460,f,TRUE,180,180,mov,switch,congruent,2,9
737,j,TRUE,180,0,or,switch,incongruent,2,9
778,f,TRUE,0,180,or,repetition,incongruent,2,9
558,f,TRUE,0,180,or,repetition,incongruent,2,9
667,j,TRUE,180,0,or,repetition,incongruent,2,9
1223,j,TRUE,180,0,or,repetition,incongruent,2,9
689,f,TRUE,180,180,or,repetition,congruent,2,9
1032,j,TRUE,0,0,or,repetition,congruent,2,9
525,f,TRUE,0,180,or,repetition,incongruent,2,9
543,f,TRUE,180,180,or,repetition,congruent,2,9
536,j,TRUE,0,0,mov,switch,congruent,2,9
870,f,TRUE,0,180,or,switch,incongruent,2,9
862,f,FALSE,180,0,or,repetition,incongruent,2,9
450,j,TRUE,0,180,mov,switch,incongruent,2,9
495,f,TRUE,180,180,or,switch,congruent,2,9
360,f,TRUE,180,180,mov,switch,congruent,2,9
624,f,TRUE,0,180,or,switch,incongruent,2,9
581,f,TRUE,180,0,mov,switch,incongruent,2,9
465,j,TRUE,0,0,mov,repetition,congruent,2,9
515,j,TRUE,0,0,mov,repetition,congruent,2,9
619,f,TRUE,0,180,or,switch,incongruent,2,9
609,j,TRUE,0,0,mov,switch,congruent,2,9
486,f,TRUE,180,180,mov,repetition,congruent,2,9
728,f,TRUE,180,0,mov,repetition,incongruent,2,9
831,f,TRUE,180,180,or,switch,congruent,2,9
622,j,TRUE,0,180,mov,switch,incongruent,2,9
667,j,TRUE,0,180,mov,repetition,incongruent,2,9
412,j,TRUE,0,180,mov,repetition,incongruent,2,9
599,f,TRUE,180,180,or,switch,congruent,2,9
481,f,TRUE,180,180,or,repetition,congruent,2,9
564,f,FALSE,0,180,mov,switch,incongruent,2,9
656,f,TRUE,180,180,or,switch,congruent,2,9
1308,j,TRUE,0,0,or,repetition,congruent,2,9
502,j,TRUE,0,180,mov,switch,incongruent,2,9
644,f,TRUE,180,0,mov,repetition,incongruent,2,9
629,j,TRUE,0,0,mov,repetition,congruent,2,9
526,f,TRUE,180,0,mov,repetition,incongruent,2,9
550,j,TRUE,0,180,mov,repetition,incongruent,2,9
575,j,TRUE,0,0,or,switch,congruent,2,9
915,j,TRUE,180,0,or,repetition,incongruent,2,9
525,j,TRUE,0,180,mov,switch,incongruent,2,9
848,f,TRUE,180,180,or,switch,congruent,2,9
648,j,TRUE,0,0,mov,switch,congruent,2,9
648,f,TRUE,0,180,or,switch,incongruent,2,9
694,j,TRUE,0,0,or,repetition,congruent,2,9
857,j,TRUE,180,0,or,repetition,incongruent,2,9
730,j,TRUE,0,0,mov,switch,congruent,2,9
501,f,TRUE,180,180,mov,repetition,congruent,2,9
636,j,TRUE,0,0,or,switch,congruent,2,9
571,f,TRUE,0,180,or,repetition,incongruent,2,9
593,j,TRUE,0,0,or,repetition,congruent,2,9
473,j,TRUE,0,180,mov,switch,incongruent,2,9
501,j,TRUE,180,0,or,switch,incongruent,2,9
609,j,TRUE,0,0,or,repetition,congruent,2,9
759,f,TRUE,180,180,or,repetition,congruent,2,9
436,j,TRUE,0,0,mov,switch,congruent,2,9
539,f,TRUE,0,180,or,switch,incongruent,2,9
641,f,TRUE,180,180,mov,switch,congruent,2,9
504,j,TRUE,0,0,mov,repetition,congruent,2,9
692,f,TRUE,0,180,or,switch,incongruent,2,9
519,f,TRUE,180,180,or,repetition,congruent,2,9
452,f,TRUE,180,180,mov,switch,congruent,2,9
505,j,TRUE,0,180,mov,repetition,incongruent,2,9
494,j,TRUE,0,0,mov,repetition,congruent,2,9
510,f,TRUE,180,0,mov,repetition,incongruent,2,9
430,f,TRUE,180,0,mov,repetition,incongruent,2,9
451,j,TRUE,0,0,or,switch,congruent,2,9
789,f,TRUE,0,180,or,null,incongruent,2,10
436,f,TRUE,180,180,mov,switch,congruent,2,10
418,f,TRUE,180,180,mov,repetition,congruent,2,10
491,j,TRUE,0,0,or,switch,congruent,2,10
607,j,TRUE,180,0,or,repetition,incongruent,2,10
528,j,TRUE,0,0,or,repetition,congruent,2,10
360,j,TRUE,0,0,mov,switch,congruent,2,10
403,f,TRUE,180,0,mov,repetition,incongruent,2,10
441,f,TRUE,180,180,mov,repetition,congruent,2,10
398,f,TRUE,180,180,mov,repetition,congruent,2,10
557,f,TRUE,0,180,or,switch,incongruent,2,10
522,f,TRUE,0,180,or,repetition,incongruent,2,10
515,f,TRUE,180,180,or,repetition,congruent,2,10
409,f,TRUE,0,180,or,repetition,incongruent,2,10
748,j,TRUE,180,0,or,repetition,incongruent,2,10
444,j,TRUE,0,180,mov,switch,incongruent,2,10
438,f,TRUE,0,180,or,switch,incongruent,2,10
859,f,TRUE,0,180,or,repetition,incongruent,2,10
422,f,TRUE,180,180,mov,switch,congruent,2,10
624,j,FALSE,180,180,or,switch,congruent,2,10
554,j,TRUE,180,0,or,repetition,incongruent,2,10
621,j,TRUE,0,180,mov,switch,incongruent,2,10
577,j,TRUE,180,0,or,switch,incongruent,2,10
609,j,TRUE,0,0,or,repetition,congruent,2,10
629,j,TRUE,180,0,or,repetition,incongruent,2,10
587,j,TRUE,0,0,or,repetition,congruent,2,10
495,j,TRUE,0,180,mov,switch,incongruent,2,10
737,f,FALSE,0,0,or,switch,congruent,2,10
698,j,TRUE,0,180,mov,switch,incongruent,2,10
498,j,TRUE,0,0,mov,repetition,congruent,2,10
500,f,TRUE,180,180,mov,repetition,congruent,2,10
484,f,TRUE,180,180,or,switch,congruent,2,10
365,f,TRUE,180,180,mov,switch,congruent,2,10
422,j,TRUE,180,0,or,switch,incongruent,2,10
606,f,TRUE,180,0,mov,switch,incongruent,2,10
686,f,TRUE,180,180,or,switch,congruent,2,10
423,f,TRUE,180,180,mov,switch,congruent,2,10
754,j,TRUE,180,0,or,switch,incongruent,2,10
468,f,TRUE,180,0,mov,switch,incongruent,2,10
499,f,TRUE,180,0,mov,repetition,incongruent,2,10
598,j,TRUE,0,0,or,switch,congruent,2,10
537,f,TRUE,0,180,or,repetition,incongruent,2,10
640,j,TRUE,0,0,or,repetition,congruent,2,10
432,j,TRUE,0,0,mov,switch,congruent,2,10
451,j,TRUE,0,0,mov,repetition,congruent,2,10
487,f,TRUE,180,180,or,switch,congruent,2,10
540,f,TRUE,180,180,or,repetition,congruent,2,10
440,j,FALSE,180,0,mov,switch,incongruent,2,10
436,j,TRUE,0,180,mov,repetition,incongruent,2,10
470,j,TRUE,0,180,mov,repetition,incongruent,2,10
466,j,TRUE,0,0,mov,repetition,congruent,2,10
647,f,TRUE,180,0,mov,repetition,incongruent,2,10
501,j,TRUE,180,0,or,switch,incongruent,2,10
484,j,TRUE,0,0,or,repetition,congruent,2,10
998,j,TRUE,0,0,mov,switch,congruent,2,10
569,f,TRUE,180,180,or,switch,congruent,2,10
1531,f,TRUE,0,180,or,repetition,incongruent,2,10
697,j,TRUE,0,180,mov,switch,incongruent,2,10
406,f,TRUE,180,180,mov,repetition,congruent,2,10
500,j,TRUE,0,0,mov,repetition,congruent,2,10
452,j,TRUE,0,0,mov,repetition,congruent,2,10
613,j,TRUE,0,180,mov,repetition,incongruent,2,10
537,j,TRUE,0,180,mov,repetition,incongruent,2,10
528,f,TRUE,180,180,or,switch,congruent,2,10
539,f,TRUE,0,180,or,repetition,incongruent,2,10
543,f,TRUE,0,0,or,repetition,congruent,2,10
827,j,TRUE,0,180,mov,switch,incongruent,2,10
1287,f,TRUE,180,0,mov,repetition,incongruent,2,10
521,j,TRUE,180,0,or,switch,incongruent,2,10
535,j,FALSE,180,0,mov,switch,incongruent,2,10
435,f,TRUE,180,0,mov,repetition,incongruent,2,10
747,j,TRUE,180,0,or,switch,incongruent,2,10
608,j,TRUE,0,0,mov,switch,congruent,2,10
773,f,FALSE,0,180,mov,repetition,incongruent,2,10
463,f,TRUE,180,0,mov,repetition,incongruent,2,10
574,j,TRUE,180,0,or,switch,incongruent,2,10
528,j,TRUE,0,0,mov,switch,congruent,2,10
507,f,TRUE,180,180,mov,repetition,congruent,2,10
638,f,TRUE,0,180,or,switch,incongruent,2,10
495,j,TRUE,0,0,mov,switch,congruent,2,10
481,f,TRUE,180,0,mov,repetition,incongruent,2,10
480,f,TRUE,180,180,mov,repetition,congruent,2,10
408,j,TRUE,0,0,or,switch,congruent,2,10
439,f,TRUE,180,180,or,repetition,congruent,2,10
499,f,TRUE,180,180,or,repetition,congruent,2,10
431,j,TRUE,0,180,mov,switch,incongruent,2,10
668,j,TRUE,180,0,or,switch,incongruent,2,10
290,f,TRUE,180,0,mov,switch,incongruent,2,10
614,f,TRUE,180,180,or,switch,congruent,2,10
545,j,TRUE,0,0,or,repetition,congruent,2,10
464,j,FALSE,180,180,or,repetition,congruent,2,10
582,f,TRUE,0,180,or,repetition,incongruent,2,10
416,j,TRUE,0,0,mov,switch,congruent,2,10
648,j,TRUE,0,0,or,switch,congruent,2,10
516,j,FALSE,0,180,or,repetition,incongruent,2,10
414,f,TRUE,180,180,mov,switch,congruent,2,10
1386,f,TRUE,180,180,or,null,congruent,3,1
542,f,TRUE,180,180,mov,switch,congruent,3,1
466,j,TRUE,0,0,mov,repetition,congruent,3,1
824,f,TRUE,0,180,or,switch,incongruent,3,1
592,j,TRUE,0,180,mov,switch,incongruent,3,1
637,f,TRUE,180,0,mov,repetition,incongruent,3,1
560,f,TRUE,180,180,mov,repetition,congruent,3,1
1448,f,TRUE,180,180,or,switch,congruent,3,1
583,j,TRUE,0,0,mov,switch,congruent,3,1
543,f,TRUE,180,180,mov,repetition,congruent,3,1
663,f,TRUE,180,0,mov,repetition,incongruent,3,1
628,j,TRUE,0,0,mov,repetition,congruent,3,1
1094,j,TRUE,0,0,or,switch,congruent,3,1
934,j,TRUE,180,0,or,repetition,incongruent,3,1
850,f,TRUE,180,180,or,repetition,congruent,3,1
610,f,TRUE,180,180,mov,switch,congruent,3,1
572,j,TRUE,0,180,mov,repetition,incongruent,3,1
421,f,TRUE,180,0,mov,repetition,incongruent,3,1
695,j,TRUE,180,0,or,switch,incongruent,3,1
588,j,TRUE,0,180,mov,switch,incongruent,3,1
874,f,TRUE,180,180,or,switch,congruent,3,1
957,f,TRUE,180,0,mov,switch,incongruent,3,1
1015,f,TRUE,0,180,or,switch,incongruent,3,1
893,f,TRUE,180,180,mov,switch,congruent,3,1
662,j,TRUE,0,0,mov,repetition,congruent,3,1
773,f,TRUE,0,180,or,switch,incongruent,3,1
808,j,TRUE,0,0,or,repetition,congruent,3,1
1024,j,TRUE,0,0,or,repetition,congruent,3,1
1024,j,TRUE,0,180,mov,switch,incongruent,3,1
566,j,TRUE,0,180,mov,repetition,incongruent,3,1
568,f,TRUE,180,0,mov,repetition,incongruent,3,1
550,j,TRUE,0,180,mov,repetition,incongruent,3,1
715,j,TRUE,0,180,mov,repetition,incongruent,3,1
493,f,TRUE,180,180,mov,repetition,congruent,3,1
653,j,TRUE,0,180,mov,repetition,incongruent,3,1
523,f,TRUE,180,180,mov,repetition,congruent,3,1
838,j,TRUE,0,0,or,switch,congruent,3,1
553,f,TRUE,180,180,mov,switch,congruent,3,1
583,f,TRUE,180,180,mov,repetition,congruent,3,1
1013,f,TRUE,180,180,or,switch,congruent,3,1
867,f,TRUE,180,180,or,repetition,congruent,3,1
718,j,TRUE,180,0,or,repetition,incongruent,3,1
745,f,TRUE,180,180,mov,switch,congruent,3,1
594,f,TRUE,180,180,mov,repetition,congruent,3,1
912,j,TRUE,0,0,or,switch,congruent,3,1
757,j,TRUE,180,0,or,repetition,incongruent,3,1
759,f,TRUE,0,180,or,repetition,incongruent,3,1
788,f,TRUE,0,180,or,repetition,incongruent,3,1
691,j,TRUE,0,0,or,repetition,congruent,3,1
677,f,TRUE,180,180,mov,switch,congruent,3,1
731,j,TRUE,180,0,or,switch,incongruent,3,1
921,f,TRUE,180,180,or,repetition,congruent,3,1
951,f,TRUE,180,180,or,repetition,congruent,3,1
1138,j,TRUE,180,0,or,repetition,incongruent,3,1
735,f,TRUE,0,180,or,repetition,incongruent,3,1
915,f,TRUE,180,180,or,repetition,congruent,3,1
1611,f,TRUE,0,180,or,repetition,incongruent,3,1
704,j,TRUE,0,180,mov,switch,incongruent,3,1
1025,j,TRUE,180,0,or,switch,incongruent,3,1
817,j,TRUE,180,0,or,repetition,incongruent,3,1
587,f,FALSE,0,0,mov,switch,congruent,3,1
879,f,TRUE,0,180,or,switch,incongruent,3,1
669,j,TRUE,0,0,mov,switch,congruent,3,1
534,f,TRUE,180,0,mov,repetition,incongruent,3,1
496,f,TRUE,180,0,mov,repetition,incongruent,3,1
1267,f,TRUE,180,180,or,switch,congruent,3,1
895,f,TRUE,0,180,or,repetition,incongruent,3,1
1230,j,TRUE,0,0,mov,switch,congruent,3,1
755,f,TRUE,180,180,or,switch,congruent,3,1
787,f,TRUE,180,0,mov,switch,incongruent,3,1
930,f,TRUE,0,180,or,switch,incongruent,3,1
768,j,TRUE,0,0,mov,switch,congruent,3,1
1797,j,TRUE,0,0,or,switch,congruent,3,1
672,j,TRUE,0,180,mov,switch,incongruent,3,1
1251,f,TRUE,0,180,or,switch,incongruent,3,1
648,j,TRUE,0,0,mov,switch,congruent,3,1
831,j,TRUE,0,0,mov,repetition,congruent,3,1
1176,j,TRUE,0,0,or,switch,congruent,3,1
659,j,TRUE,0,0,or,repetition,congruent,3,1
786,j,TRUE,180,0,or,repetition,incongruent,3,1
568,f,TRUE,180,0,mov,switch,incongruent,3,1
1637,j,TRUE,180,0,or,switch,incongruent,3,1
686,j,TRUE,0,180,mov,switch,incongruent,3,1
535,f,TRUE,180,0,mov,repetition,incongruent,3,1
1168,j,TRUE,180,0,or,switch,incongruent,3,1
820,j,TRUE,0,180,mov,switch,incongruent,3,1
739,f,TRUE,180,0,mov,repetition,incongruent,3,1
783,j,TRUE,0,0,mov,repetition,congruent,3,1
1074,j,TRUE,180,0,or,switch,incongruent,3,1
1334,f,TRUE,0,180,or,repetition,incongruent,3,1
884,j,TRUE,0,0,or,repetition,congruent,3,1
500,f,TRUE,180,0,mov,switch,incongruent,3,1
1272,j,TRUE,0,0,or,switch,congruent,3,1
870,f,TRUE,180,180,or,repetition,congruent,3,1
790,j,TRUE,0,0,or,repetition,congruent,3,1
750,j,TRUE,0,0,mov,switch,congruent,3,1
675,j,TRUE,180,0,or,null,incongruent,3,2
485,f,TRUE,180,0,mov,switch,incongruent,3,2
1059,f,TRUE,180,180,or,switch,congruent,3,2
823,j,TRUE,0,0,or,repetition,congruent,3,2
363,f,TRUE,180,180,mov,switch,congruent,3,2
469,f,TRUE,180,180,mov,repetition,congruent,3,2
801,f,TRUE,0,180,or,switch,incongruent,3,2
823,j,TRUE,0,180,mov,switch,incongruent,3,2
464,f,TRUE,180,180,mov,repetition,congruent,3,2
491,j,TRUE,0,180,mov,repetition,incongruent,3,2
740,f,TRUE,180,180,or,switch,congruent,3,2
1573,j,TRUE,0,0,or,repetition,congruent,3,2
827,j,TRUE,180,0,or,repetition,incongruent,3,2
434,j,TRUE,0,180,mov,switch,incongruent,3,2
402,f,TRUE,180,180,mov,repetition,congruent,3,2
476,f,TRUE,180,0,mov,repetition,incongruent,3,2
771,f,TRUE,180,180,or,switch,congruent,3,2
737,j,TRUE,180,0,or,repetition,incongruent,3,2
722,f,TRUE,0,180,or,repetition,incongruent,3,2
490,j,TRUE,0,0,mov,switch,congruent,3,2
475,f,TRUE,180,0,mov,repetition,incongruent,3,2
479,j,TRUE,0,0,mov,repetition,congruent,3,2
378,f,TRUE,180,180,mov,repetition,congruent,3,2
687,f,TRUE,180,180,mov,repetition,congruent,3,2
816,j,TRUE,0,0,or,switch,congruent,3,2
517,f,TRUE,180,180,mov,switch,congruent,3,2
834,f,FALSE,180,0,or,switch,incongruent,3,2
1339,f,TRUE,180,0,mov,switch,incongruent,3,2
865,f,TRUE,0,180,or,switch,incongruent,3,2
767,f,TRUE,0,180,or,repetition,incongruent,3,2
1040,j,TRUE,0,0,or,repetition,congruent,3,2
475,f,TRUE,180,0,mov,switch,incongruent,3,2
1446,f,TRUE,0,180,or,switch,incongruent,3,2
608,f,TRUE,0,180,or,repetition,incongruent,3,2
505,j,TRUE,0,0,mov,switch,congruent,3,2
625,j,TRUE,180,0,or,switch,incongruent,3,2
625,j,TRUE,180,0,or,repetition,incongruent,3,2
532,j,TRUE,0,0,mov,switch,congruent,3,2
753,j,TRUE,180,0,or,switch,incongruent,3,2
571,f,TRUE,180,0,mov,switch,incongruent,3,2
688,j,TRUE,0,180,mov,repetition,incongruent,3,2
725,j,TRUE,0,0,or,switch,congruent,3,2
571,f,TRUE,180,180,or,repetition,congruent,3,2
486,f,TRUE,180,180,mov,switch,congruent,3,2
790,j,TRUE,180,0,or,switch,incongruent,3,2
540,j,TRUE,0,0,mov,switch,congruent,3,2
543,j,TRUE,0,0,mov,repetition,congruent,3,2
534,j,TRUE,0,180,mov,repetition,incongruent,3,2
453,j,TRUE,0,180,mov,repetition,incongruent,3,2
552,j,TRUE,0,180,mov,repetition,incongruent,3,2
729,j,TRUE,180,0,or,switch,incongruent,3,2
772,j,TRUE,0,0,or,repetition,congruent,3,2
638,j,TRUE,180,0,or,repetition,incongruent,3,2
468,f,TRUE,180,0,mov,switch,incongruent,3,2
548,j,TRUE,0,0,or,switch,congruent,3,2
839,j,TRUE,0,180,mov,switch,incongruent,3,2
1065,j,TRUE,180,0,or,switch,incongruent,3,2
697,j,TRUE,0,0,or,repetition,congruent,3,2
1024,f,TRUE,0,180,or,repetition,incongruent,3,2
830,j,TRUE,0,0,or,repetition,congruent,3,2
937,f,TRUE,180,180,or,repetition,congruent,3,2
1543,j,TRUE,0,180,mov,switch,incongruent,3,2
568,f,TRUE,180,180,mov,repetition,congruent,3,2
713,j,TRUE,0,180,mov,repetition,incongruent,3,2
553,f,TRUE,180,0,mov,repetition,incongruent,3,2
1732,f,TRUE,180,180,or,switch,congruent,3,2
1087,f,TRUE,180,0,mov,switch,incongruent,3,2
556,j,TRUE,0,0,mov,repetition,congruent,3,2
690,j,TRUE,0,0,mov,repetition,congruent,3,2
478,f,TRUE,180,180,mov,repetition,congruent,3,2
967,j,TRUE,180,0,or,switch,incongruent,3,2
792,f,TRUE,180,180,or,repetition,congruent,3,2
731,f,TRUE,180,180,mov,switch,congruent,3,2
761,j,TRUE,0,0,or,switch,congruent,3,2
818,f,TRUE,180,180,or,repetition,congruent,3,2
920,f,TRUE,0,180,or,repetition,incongruent,3,2
810,f,TRUE,0,180,or,repetition,incongruent,3,2
785,f,TRUE,0,180,or,repetition,incongruent,3,2
566,j,TRUE,0,0,mov,switch,congruent,3,2
968,j,TRUE,0,0,or,switch,congruent,3,2
775,f,TRUE,180,180,or,repetition,congruent,3,2
628,j,TRUE,0,0,mov,switch,congruent,3,2
757,f,TRUE,180,180,or,switch,congruent,3,2
612,f,TRUE,180,0,mov,switch,incongruent,3,2
718,f,TRUE,180,0,mov,repetition,incongruent,3,2
972,f,TRUE,0,180,or,switch,incongruent,3,2
1340,j,TRUE,0,0,or,repetition,congruent,3,2
487,j,TRUE,0,0,mov,switch,congruent,3,2
490,j,TRUE,0,180,mov,repetition,incongruent,3,2
1064,f,TRUE,180,180,or,switch,congruent,3,2
531,f,TRUE,180,0,mov,switch,incongruent,3,2
448,f,TRUE,180,180,mov,repetition,congruent,3,2
590,j,TRUE,0,0,mov,repetition,congruent,3,2
1078,f,TRUE,0,180,or,switch,incongruent,3,2
889,f,TRUE,180,180,or,repetition,congruent,3,2
533,j,TRUE,0,180,mov,switch,incongruent,3,2
440,f,TRUE,180,180,mov,null,congruent,3,3
770,f,TRUE,0,180,or,switch,incongruent,3,3
768,f,TRUE,180,180,or,repetition,congruent,3,3
658,j,TRUE,180,0,or,repetition,incongruent,3,3
653,f,TRUE,180,180,or,repetition,congruent,3,3
773,j,TRUE,180,0,or,repetition,incongruent,3,3
1959,f,TRUE,0,180,or,repetition,incongruent,3,3
1128,j,TRUE,0,0,mov,switch,congruent,3,3
491,j,TRUE,0,180,mov,repetition,incongruent,3,3
463,f,TRUE,180,180,mov,repetition,congruent,3,3
750,j,TRUE,180,0,or,switch,incongruent,3,3
427,j,TRUE,0,180,mov,switch,incongruent,3,3
959,j,TRUE,0,0,or,switch,congruent,3,3
485,j,TRUE,0,180,mov,switch,incongruent,3,3
494,j,TRUE,0,0,mov,repetition,congruent,3,3
843,j,TRUE,0,0,or,switch,congruent,3,3
571,j,TRUE,0,0,mov,switch,congruent,3,3
528,j,TRUE,0,0,mov,repetition,congruent,3,3
991,f,TRUE,0,180,or,switch,incongruent,3,3
1201,j,TRUE,0,0,or,repetition,congruent,3,3
1169,f,TRUE,0,180,or,repetition,incongruent,3,3
1029,f,TRUE,180,180,mov,switch,congruent,3,3
837,j,TRUE,0,0,or,switch,congruent,3,3
824,j,TRUE,0,0,or,repetition,congruent,3,3
